paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha,model_name,family,q_over_bdp,quotable,quotable_why,walk,quoted_by,,domain,switches,link_gbps,nic_bw,q_nvs,q_nic,source
cliff,glassfb,ep16_0_8_4.txt,16,128,4,4256,0,COMPLETE,85.622,0,,78592,57472,0.0217,0.0008,0.2315,1.5602,,,131,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,15.96,no,not the first qualifying rung of this walk,g16m4,collector,,,,,,,,g16m4_q4256.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,4,532,0,COMPLETE,85.625,0,1987,78592,57472,0.0216,0.0008,0.2315,1.5588,,,132,sweep,post-fix rung; one job per rung | drops measured on the counter build at the same makespan,yes,9ac4f76,llamaMoE,glass,2.00,yes,first zero-timeout rung (post-fix binary),g16m4,collector,,,,,,,,g16m4_q532.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,1064,0,COMPLETE,87.599,0,,78592,57472,0.0378,0.0008,0.4403,3.1620,,,236,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,3.99,no,not the first qualifying rung of this walk,g16m8,collector,,,,,,,,g16m8_q1064.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,133,0,COMPLETE,121.058,2010,,78592,57472,0.0948,0.0008,2.7853,13.8788,,,225,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,0.50,no,not the first qualifying rung of this walk,g16m8,collector,,,,,,,,g16m8_q133.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,2128,0,COMPLETE,87.599,0,,78592,57472,0.0378,0.0008,0.4403,3.1620,,,246,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,7.98,no,not the first qualifying rung of this walk,g16m8,collector,,,,,,,,g16m8_q2128.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,266,0,COMPLETE,88.198,22,,78592,57472,0.0378,0.0008,0.4501,3.1223,,,250,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,1.00,no,not the first qualifying rung of this walk,g16m8,collector,,,,,,,,g16m8_q266.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,4256,0,COMPLETE,87.599,0,,78592,57472,0.0378,0.0008,0.4403,3.1620,,,239,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,15.96,no,not the first qualifying rung of this walk,g16m8,collector,,,,,,,,g16m8_q4256.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,532,0,COMPLETE,87.613,0,1987,78592,57472,0.0378,0.0008,0.4403,3.1337,,,245,sweep,post-fix rung; one job per rung | drops measured on the counter build at the same makespan,yes,9ac4f76,llamaMoE,glass,2.00,yes,first zero-timeout rung (post-fix binary),g16m8,collector,,,,,,,,g16m8_q532.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1066,0,COMPLETE,81.360,360,,304640,229632,0.0515,0.0008,0.5909,5.9830,,,905,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,4.00,no,not the first qualifying rung of this walk,g32,collector,,,,,,,,g32_q1066.csv
cliff,glassfb,ep32_gt.txt,32,256,8,2133,0,COMPLETE,77.918,0,147,304640,229632,0.0513,0.0008,0.5671,5.9920,,,911,sweep,post-fix rung; one job per rung | drops measured on the counter build at the same makespan,yes,9ac4f76,llamaMoE,glass,8.00,yes,first zero-timeout rung (post-fix binary),g32,collector,,,,,,,,g32_q2133.csv
cliff,glassfb,ep32_gt.txt,32,256,8,266,0,COMPLETE,97.087,8688,,304640,229632,0.0832,0.0008,1.4229,10.5343,,,862,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,1.00,no,not the first qualifying rung of this walk,g32,collector,,,,,,,,g32_q266.csv
cliff,glassfb,ep32_gt.txt,32,256,8,4267,0,COMPLETE,77.957,0,,304640,229632,0.0513,0.0008,0.5658,5.9888,,,909,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,16.00,no,not the first qualifying rung of this walk,g32,collector,,,,,,,,g32_q4267.csv
cliff,glassfb,ep32_gt.txt,32,256,8,533,0,COMPLETE,113.593,3022,,304640,229632,0.0654,0.0008,0.9186,24.4999,,,814,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,2.00,no,not the first qualifying rung of this walk,g32,collector,,,,,,,,g32_q533.csv
cliff,glassfb,ep32_gt.txt,32,256,8,8533,0,COMPLETE,77.957,0,,304640,229632,0.0513,0.0008,0.5658,5.9888,,,884,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,glass,32.00,no,not the first qualifying rung of this walk,g32,collector,,,,,,,,g32_q8533.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,1066,0,COMPLETE,75.330,2,18827,304640,229632,0.0346,0.0008,0.4335,3.5742,./logs/rung_12937728_490523_1788831317943545015,clean,910,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,2.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,g32b800_q1066.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,17067,0,COMPLETE,75.253,0,0,304640,229632,0.0348,0.0008,0.4348,3.6031,./logs/rung_12937736_480025_1788831352364340759,clean,906,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,32.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,g32b800_q17067.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,2133,0,COMPLETE,75.253,0,0,304640,229632,0.0348,0.0008,0.4348,3.6031,./logs/rung_12937731_3663479_1788831317952993349,clean,889,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,4.00,yes,first zero-timeout rung (post-fix binary),g32b800,collector,,,,,,,,g32b800_q2133.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,4267,0,COMPLETE,75.253,0,0,304640,229632,0.0348,0.0008,0.4348,3.6031,./logs/rung_12937734_155469_1788831317960600353,clean,932,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,8.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,g32b800_q4267.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,533,0,COMPLETE,109.849,1993,1140788,304640,229632,0.0423,0.0008,0.6642,20.3891,./logs/rung_12937726_490527_1788831317974707648,clean,844,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,1.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,g32b800_q533.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,8533,0,COMPLETE,75.253,0,0,304640,229632,0.0348,0.0008,0.4348,3.6031,./logs/rung_12937735_156157_1788831352240676355,clean,941,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c,llamaMoE,glass,16.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,g32b800_q8533.csv
cliff,glassfb,ep64_gt.txt,64,512,8,1064,0,COMPLETE,52.103,37144,,1199104,918016,0.0710,0.0003,1.2079,7.1875,,,2670,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,glass,3.99,no,not the first qualifying rung of this walk,g64,collector,,,,,,,,g64_q1064.csv
cliff,glassfb,ep64_gt.txt,64,512,8,17067,0,COMPLETE,43.088,0,0,1199104,918016,0.0363,0.0003,0.5264,3.0835,,,2723,sweep,post-fix rung; one job per rung | drops measured on the counter build at the same makespan,yes,9ac4f76,qwenMoE,glass,64.00,yes,first zero-timeout rung (post-fix binary),g64,collector,,,,,,,,g64_q17067.csv
cliff,glassfb,ep64_gt.txt,64,512,8,2133,0,COMPLETE,55.990,12840,,1199104,918016,0.0497,0.0003,0.9273,7.8575,,,2685,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,glass,8.00,no,not the first qualifying rung of this walk,g64,collector,,,,,,,,g64_q2133.csv
cliff,glassfb,ep64_gt.txt,64,512,8,4267,0,COMPLETE,46.997,2373,,1199104,918016,0.0394,0.0003,0.5632,6.2757,,,2239,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,glass,16.00,no,not the first qualifying rung of this walk,g64,collector,,,,,,,,g64_q4267.csv
cliff,glassfb,ep64_gt.txt,64,512,8,533,0,COMPLETE,50.169,69106,,1199104,918016,0.1013,0.0003,1.5574,3.9053,,,2339,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,glass,2.00,no,not the first qualifying rung of this walk,g64,collector,,,,,,,,g64_q533.csv
cliff,glassfb,ep64_gt.txt,64,512,8,8533,0,COMPLETE,43.157,42,,1199104,918016,0.0364,0.0003,0.5275,3.1277,,,2188,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,glass,32.00,no,not the first qualifying rung of this walk,g64,collector,,,,,,,,g64_q8533.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,1066,0,COMPLETE,51.212,17777,8211523,1199104,918016,0.0434,0.0003,0.9449,7.3939,./logs/rung_12922350_411381_1788813356705042014,clean,2675,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,2.00,no,not the first qualifying rung of this walk,g64b800,collector,['2128410'],,,,,,,g64b800_q1066.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,17067,0,COMPLETE,39.879,0,0,1199104,918016,0.0228,0.0003,0.3476,2.5744,./logs/rung_12922355_2259670_1788813356711647698,clean,2807,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,32.00,no,not the first qualifying rung of this walk,g64b800,collector,['2128410'],,,,,,,g64b800_q17067.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,2133,0,COMPLETE,45.037,3095,4324577,1199104,918016,0.0271,0.0003,0.4446,3.9167,./logs/rung_12922351_411385_1788813356724462961,clean,2661,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,4.00,no,not the first qualifying rung of this walk,g64b800,collector,['2128410'],,,,,,,g64b800_q2133.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,34133,0,COMPLETE,39.879,0,0,1199104,918016,0.0228,0.0003,0.3476,2.5744,./logs/rung_12922356_2259669_1788813356739492208,clean,2796,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,64.00,no,not the first qualifying rung of this walk,g64b800,collector,['2128410'],,,,,,,g64b800_q34133.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,4267,0,COMPLETE,39.386,80,94274,1199104,918016,0.0229,0.0003,0.3482,2.5904,./logs/rung_12922353_3104295_1788813356834147509,clean,2473,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,8.00,no,not the first qualifying rung of this walk,g64b800,collector,['2128410'],,,,,,,g64b800_q4267.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,8533,0,COMPLETE,39.879,0,0,1199104,918016,0.0228,0.0003,0.3476,2.5744,./logs/rung_12922354_3104297_1788813356887564460,clean,2577,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,qwenMoE,glass,16.00,yes,first zero-timeout rung (post-fix binary),g64b800,collector,['2128410'],,,,,,,g64b800_q8533.csv
cliff,glassfb_800,ep128_gt.txt,128,1024,8,34133,0,COMPLETE,194.609,0,0,4757504,3671040,0.0406,0.0008,0.6143,6.8237,./logs/rung_12940020_35328_1788834178761040065,clean,13066,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep128_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7,arctic,glass,64.00,no,not the first qualifying rung of this walk,g128b800,collector,,,,,,,,gd128b800_q34133.csv
cliff,glassfb_800,ep16_0_8_4.txt,16,128,8,533,0,COMPLETE,87.700,0,0,78592,57472,0.0294,0.0008,0.4403,2.0737,./logs/rung_12940017_3853336_1788834219590725901,clean,256,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep16_0_8_4.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7,llamaMoE,glass,1.00,no,not the first qualifying rung of this walk,g16b800,collector,,,,,,,,gd16b800_q533.csv
cliff,glassfb_800,ep32_gt.txt,32,256,8,2133,0,COMPLETE,75.253,0,0,304640,229632,0.0348,0.0008,0.4348,3.6031,./logs/rung_12940018_3692863_1788834219573241455,clean,924,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7,llamaMoE,glass,4.00,no,not the first qualifying rung of this walk,g32b800,collector,,,,,,,,gd32b800_q2133.csv
cliff,glassfb_800,ep64_gt.txt,64,512,8,8533,0,COMPLETE,39.879,0,0,1199104,918016,0.0228,0.0003,0.3476,2.5744,./logs/rung_12940019_3692923_1788834255904195479,clean,2759,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7,qwenMoE,glass,16.00,no,not the first qualifying rung of this walk,g64b800,collector,,,,,,,,gd64b800_q8533.csv
cliff,hgx8_pkt,,128,1024,,,,,364.295,139653,0,4757504,3671040,0.2991,0.0036,4.4744,27.8464,,,8153,sweep,post-fix rung; one job per rung,yes,8561dca,arctic,pkt,16.32,yes,"first rung with zero measured drops; 139653 spurious timeouts (buffer-invariant, validated counter)",h128,collector,,8,4,112.5,50,1224,270,h128_q1224.csv
cliff,hgx8_pkt,,128,1024,,,,,364.295,139653,0,4757504,3671040,0.2991,0.0036,4.4744,27.8464,,,8340,sweep,post-fix rung; one job per rung,yes,8561dca,arctic,pkt,32.64,no,not the first qualifying rung of this walk,h128,collector,,8,4,112.5,50,2448,270,h128_q2448.csv
cliff,hgx8_pkt,,128,1024,,,,,364.295,139653,0,4757504,3671040,0.2991,0.0036,4.4744,27.8464,,,7553,sweep,post-fix rung; one job per rung,yes,8561dca,arctic,pkt,65.28,no,not the first qualifying rung of this walk,h128,collector,,8,4,112.5,50,4896,270,h128_q4896.csv
cliff,hgx8_pkt,,16,128,,,,,145.497,0,0,78592,57472,0.2100,0.0042,3.5643,10.3210,,,238,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,16.32,no,not the first qualifying rung of this walk,h16,collector,,8,4,112.5,50,1224,270,h16_q1224.csv
cliff,hgx8_pkt,,16,128,,,,,145.497,0,0,78592,57472,0.2101,0.0042,3.5643,10.3210,,,227,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,32.64,no,not the first qualifying rung of this walk,h16,collector,,8,4,112.5,50,2448,270,h16_q2448.csv
cliff,hgx8_pkt,,16,128,,,,,149.041,79,41405,78592,57472,0.2100,0.0042,3.5082,22.8042,,,207,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,4.08,no,not the first qualifying rung of this walk,h16,collector,,8,4,112.5,50,306,270,h16_q306.csv
cliff,hgx8_pkt,,16,128,,,,,145.497,0,0,78592,57472,0.2101,0.0042,3.5643,10.3210,,,226,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,65.28,no,not the first qualifying rung of this walk,h16,collector,,8,4,112.5,50,4896,270,h16_q4896.csv
cliff,hgx8_pkt,,16,128,,,,,145.497,0,0,78592,57472,0.2101,0.0042,3.5643,10.3210,,,237,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,8.16,yes,first zero-timeout rung (post-fix binary),h16,collector,,8,4,112.5,50,612,270,h16_q612.csv
cliff,hgx8_pkt,,16,128,,,,,145.497,0,0,78592,57472,0.2101,0.0042,3.5643,10.3210,,,234,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,130.56,no,not the first qualifying rung of this walk,h16,collector,,8,4,112.5,50,9792,270,h16_q9792.csv
cliff,hgx8_pkt,,16,128,16,,,,234.925,0,0,78592,57472,0.4440,0.0042,8.2233,20.7692,./logs/rung_12964476_526303_1788876755606230032,clean,495,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,16.32,no,not the first qualifying rung of this walk,h16m16,collector,,8,4,112.5,50,1224,270,h16m16_q1224.csv
cliff,hgx8_pkt,,16,128,16,,,,234.925,0,0,78592,57472,0.4441,0.0042,8.2233,20.7692,./logs/rung_12964477_3479833_1788876755568074732,clean,463,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,32.64,no,not the first qualifying rung of this walk,h16m16,collector,,8,4,112.5,50,2448,270,h16m16_q2448.csv
cliff,hgx8_pkt,,16,128,16,,,,421.064,78,41862,78592,57472,0.4370,0.0042,7.9851,187.7160,./logs/rung_12964474_719491_1788876755526612552,clean,437,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,4.08,no,not the first qualifying rung of this walk,h16m16,collector,,8,4,112.5,50,306,270,h16m16_q306.csv
cliff,hgx8_pkt,,16,128,16,,,,234.925,0,0,78592,57472,0.4441,0.0042,8.2233,20.7692,./logs/rung_12964478_3479838_1788876755622282896,clean,462,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,65.28,no,not the first qualifying rung of this walk,h16m16,collector,,8,4,112.5,50,4896,270,h16m16_q4896.csv
cliff,hgx8_pkt,,16,128,16,,,,234.925,0,303,78592,57472,0.4440,0.0042,8.2233,20.7692,./logs/rung_12964475_526301_1788876755580455133,clean,491,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,8.16,yes,first zero-timeout rung (post-fix binary),h16m16,collector,,8,4,112.5,50,612,270,h16m16_q612.csv
cliff,hgx8_pkt,,16,128,16,,,,234.925,0,0,78592,57472,0.4441,0.0042,8.2233,20.7692,./logs/rung_12964479_558213_1788876755611765888,clean,479,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,130.56,no,not the first qualifying rung of this walk,h16m16,collector,,8,4,112.5,50,9792,270,h16m16_q9792.csv
cliff,hgx8_pkt,,16,128,32,,,,405.193,0,0,78592,57472,0.8999,0.0042,17.1825,46.0247,./logs/rung_12964482_610482_1788876755560507700,clean,927,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,16.32,no,not the first qualifying rung of this walk,h16m32,collector,,8,4,112.5,50,1224,270,h16m32_q1224.csv
cliff,hgx8_pkt,,16,128,32,,,,405.193,0,0,78592,57472,0.9003,0.0042,17.1825,46.0247,./logs/rung_12964483_610479_1788876755550963145,clean,925,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,32.64,no,not the first qualifying rung of this walk,h16m32,collector,,8,4,112.5,50,2448,270,h16m32_q2448.csv
cliff,hgx8_pkt,,16,128,32,,,,435.947,87,40997,78592,57472,0.8653,0.0042,15.9661,83.3385,./logs/rung_12964480_744182_1788876755703001307,clean,869,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,4.08,no,not the first qualifying rung of this walk,h16m32,collector,,8,4,112.5,50,306,270,h16m32_q306.csv
cliff,hgx8_pkt,,16,128,32,,,,405.193,0,0,78592,57472,0.9004,0.0042,17.1825,46.0247,./logs/rung_12964484_2490726_1788876755590546733,clean,931,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,65.28,no,not the first qualifying rung of this walk,h16m32,collector,,8,4,112.5,50,4896,270,h16m32_q4896.csv
cliff,hgx8_pkt,,16,128,32,,,,405.193,0,425,78592,57472,0.8995,0.0042,17.1825,46.0247,./logs/rung_12964481_744185_1788876755626620960,clean,912,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,8.16,yes,first zero-timeout rung (post-fix binary),h16m32,collector,,8,4,112.5,50,612,270,h16m32_q612.csv
cliff,hgx8_pkt,,16,128,32,,,,405.193,0,0,78592,57472,0.9004,0.0042,17.1825,46.0247,./logs/rung_12964485_2490727_1788876755632825009,clean,934,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,130.56,no,not the first qualifying rung of this walk,h16m32,collector,,8,4,112.5,50,9792,270,h16m32_q9792.csv
cliff,hgx8_pkt,,16,128,4,,,,107.634,0,0,78592,57472,0.1071,0.0042,1.7563,5.6079,./logs/rung_12964470_49930_1788876750029601417,clean,125,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,16.32,no,not the first qualifying rung of this walk,h16m4,collector,,8,4,112.5,50,1224,270,h16m4_q1224.csv
cliff,hgx8_pkt,,16,128,4,,,,107.634,0,0,78592,57472,0.1071,0.0042,1.7563,5.6079,./logs/rung_12964471_2401201_1788876750064425922,clean,126,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,32.64,no,not the first qualifying rung of this walk,h16m4,collector,,8,4,112.5,50,2448,270,h16m4_q2448.csv
cliff,hgx8_pkt,,16,128,4,,,,117.037,80,42643,78592,57472,0.1111,0.0042,1.8058,9.3878,./logs/rung_12964468_1269216_1788876750208636347,clean,116,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,4.08,no,not the first qualifying rung of this walk,h16m4,collector,,8,4,112.5,50,306,270,h16m4_q306.csv
cliff,hgx8_pkt,,16,128,4,,,,107.634,0,0,78592,57472,0.1071,0.0042,1.7563,5.6079,./logs/rung_12964472_2401200_1788876750113723833,clean,126,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,65.28,no,not the first qualifying rung of this walk,h16m4,collector,,8,4,112.5,50,4896,270,h16m4_q4896.csv
cliff,hgx8_pkt,,16,128,4,,,,107.634,0,23,78592,57472,0.1070,0.0042,1.7563,5.6079,./logs/rung_12964469_49927_1788876750029225867,clean,117,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,8.16,yes,first zero-timeout rung (post-fix binary),h16m4,collector,,8,4,112.5,50,612,270,h16m4_q612.csv
cliff,hgx8_pkt,,16,128,4,,,,107.634,0,0,78592,57472,0.1071,0.0042,1.7563,5.6079,./logs/rung_12964473_719425_1788876750132536578,clean,129,sweep,post-fix rung; one job per rung,yes,68851bb,llamaMoE,pkt,130.56,no,not the first qualifying rung of this walk,h16m4,collector,,8,4,112.5,50,9792,270,h16m4_q9792.csv
cliff,hgx8_pkt,,32,256,,,,,164.522,105,0,304640,229632,0.2671,0.0042,4.6581,13.5087,,,498,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,16.32,yes,"first rung with zero measured drops; 105 spurious timeouts (buffer-invariant, validated counter)",h32,collector,,8,4,112.5,50,1224,270,h32_q1224.csv
cliff,hgx8_pkt,,32,256,,,,,164.522,105,0,304640,229632,0.2671,0.0042,4.6581,13.5087,,,555,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,32.64,no,not the first qualifying rung of this walk,h32,collector,,8,4,112.5,50,2448,270,h32_q2448.csv
cliff,hgx8_pkt,,32,256,,,,,541.653,224,80924,304640,229632,0.2698,0.0042,4.6581,251.9810,,,452,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,4.08,no,not the first qualifying rung of this walk,h32,collector,,8,4,112.5,50,306,270,h32_q306.csv
cliff,hgx8_pkt,,32,256,,,,,164.522,105,0,304640,229632,0.2671,0.0042,4.6581,13.5087,,,528,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,65.28,no,not the first qualifying rung of this walk,h32,collector,,8,4,112.5,50,4896,270,h32_q4896.csv
cliff,hgx8_pkt,,32,256,,,,,164.522,105,313,304640,229632,0.2671,0.0042,4.6581,13.5087,,,556,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,8.16,no,not the first qualifying rung of this walk,h32,collector,,8,4,112.5,50,612,270,h32_q612.csv
cliff,hgx8_pkt,,32,256,,,,,164.522,105,0,304640,229632,0.2671,0.0042,4.6581,13.5087,,,522,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,130.56,no,not the first qualifying rung of this walk,h32,collector,,8,4,112.5,50,9792,270,h32_q9792.csv
cliff,hgx8_pkt,,64,512,,,,,144.519,2192,0,1199104,918016,0.2223,0.0022,3.6770,17.1386,,,1228,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,16.32,yes,"first rung with zero measured drops; 2192 spurious timeouts (buffer-invariant, validated counter)",h64,collector,,8,4,112.5,50,1224,270,h64_q1224.csv
